?s	?ord	?t	?form	?lemma	?pos	?head	?rel	?ctsurn
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s625_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_9>	"πάτερ"	"πάτηρ"	"n-s---mv-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_7>	"ExD"	<urn:cts:greekLit:tlg0011.tlg001:1206>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s625_0>	"10"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_10>	","	","	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_7>	"APOS"	<urn:cts:greekLit:tlg0011.tlg001:1206>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s625_0>	"11"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_11>	"φονέα"	"φονεύς"	"n-s---ma-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_13>	"PNOM_CO"	<urn:cts:greekLit:tlg0011.tlg001:1207>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s625_0>	"12"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_12>	"γενέσθαι"	"γίγνομαι"	"v--anm---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_10>	"OBJ_AP"	<urn:cts:greekLit:tlg0011.tlg001:1207>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s625_0>	"13"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_13>	"καὶ"	"καί"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_12>	"COORD"	<urn:cts:greekLit:tlg0011.tlg001:1207>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s625_0>	"14"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_14>	"παλαμναῖον"	"παλαμναῖος"	"a-s---ma-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_13>	"PNOM_CO"	<urn:cts:greekLit:tlg0011.tlg001:1207>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s625_0>	"15"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_15>	"σέθεν"	"σύ"	"p-s---mg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_13>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1207>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s625_0>	"16"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_16>	"."	"."	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s625_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1207>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_1>	"οὐ"	"οὐ"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_16>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1208>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_2>	"δῆτ'"	"δῆτα"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_16>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1208>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_3>	"ἔγωγ'"	"ἐγώ"	"p-s---mn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_16>	"SBJ"	<urn:cts:greekLit:tlg0011.tlg001:1208>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_4>	","	","	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_16>	"AuxX"	<urn:cts:greekLit:tlg0011.tlg001:1208>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_5>	"ἀλλ'"	"ἀλλά"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_0>	"COORD"	<urn:cts:greekLit:tlg0011.tlg001:1208>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_6>	"ὧν"	"ὅς"	"p-p---ng-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_7>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:1208>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_7>	"ἔχω"	"ἔχω"	"v1spia---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_8>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1208>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_8>	"παιώνιον"	"παιώνιος"	"a-s---ma-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_9>	"PNOM_CO"	<urn:cts:greekLit:tlg0011.tlg001:1208>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_9>	"καὶ"	"καί"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_17>	"COORD"	<urn:cts:greekLit:tlg0011.tlg001:1209>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"10"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_10>	"μοῦνον"	"μόνος"	"a-s---ma-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_11>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1209>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"11"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_11>	"ἰατῆρα"	"ἰατήρ"	"n-s---ma-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_9>	"PNOM_CO"	<urn:cts:greekLit:tlg0011.tlg001:1209>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"12"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_12>	"τῶν"	"ὁ"	"l-p---ng-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_14>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1209>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"13"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_13>	"ἐμῶν"	"ἐμός"	"p-p---ng-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_14>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1209>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"14"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_14>	"κακῶν"	"κακός"	"a-p---ng-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_11>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1209>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"15"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_15>	"."	"."	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1209>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"16"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_16>	"[0]"			<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_5>	"PRED_CO"	
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"17"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_17>	"[1]"			<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_18>	"OBJ"	
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s626_0>	"18"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_18>	"[2]"			<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s626_5>	"PRED_CO"	
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s627_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_1>	"καὶ"	"καί"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_6>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1210>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s627_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_2>	"πῶς"	"πῶς"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_6>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1210>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s627_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_3>	"ὑπαίθων"	"ὑπαίθω"	"v-sppamn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_6>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1210>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s627_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_4>	"σῶμ'"	"σῶμα"	"n-s---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_6>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:1210>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s627_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_5>	"ἂν"	"ἄν"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_6>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1210>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s627_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_6>	"ἰῴμην"	"ἰάομαι"	"v1spoe---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_0>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:1210>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s627_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_7>	"τὸ"	"ὁ"	"p-s---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_4>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1210>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s627_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_8>	"σόν"	"σός"	"a-s---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_4>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1210>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s627_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_9>	";"	";"	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s627_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1210>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_1>	"ἀλλ'"	"ἀλλά"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_9>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_2>	"εἰ"	"εἰ"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_9>	"AuxC"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_3>	"φοβεῖ"	"φοβέω"	"v3spia---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_2>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_4>	"πρὸς"	"πρός"	"r--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_3>	"AuxP"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_5>	"τοῦτο"	"οὗτος"	"p-s---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_4>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_6>	","	","	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_2>	"AuxX"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_7>	"τἄλλα"	"ἄλλος"	"a-p---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_9>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_8>	"γ'"	"γε"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_7>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_9>	"ἔργασαι"	"ἐργάζομαι"	"v2same---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_0>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s628_0>	"10"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_10>	"."	"."	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s628_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1211>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s629_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_1>	"φορᾶς"	"φορά"	"n-s---fg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_4>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1212>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s629_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_2>	"γέ"	"γε"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_1>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1212>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s629_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_3>	"τοι"	"τοι"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_6>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1212>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s629_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_4>	"φθόνησις"	"φθόνησις"	"n-s---fn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_6>	"SBJ"	<urn:cts:greekLit:tlg0011.tlg001:1212>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s629_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_5>	"οὐ"	"οὐ"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_6>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1212>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s629_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_6>	"γενήσεται"	"γίγνομαι"	"v3sfim---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_0>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:1212>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s629_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_7>	"."	"."	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s629_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:1212>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s630_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_1>	"ἦ"	"ἦ"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_8>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:1213>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s630_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_2>	"καὶ"	"καί"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_4>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:1213>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s630_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_3>	"πυρᾶς"	"πυρά"	"n-s---fg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_4>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1213>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s630_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_4>	"πλήρωμα"	"πλήρωμα"	"n-s---nn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_8>	"SBJ"	<urn:cts:greekLit:tlg0011.tlg001:1213>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s630_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_5>	"τῆς"	"ὁ"	"l-s---fg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_3>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1213>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s630_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_6>	"εἰρημένης"	"ἐρῶ"	"v-srpefg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s630_3>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:1213>
